DATA_DATE,FUELSUP,ENERGY_GWH,TIMESTAMP
4/28/2020 0:00,น้ำมันปาล์ม,0,4/29/2020 13:30
4/29/2020 0:00,น้ำมันปาล์ม,0,4/30/2020 13:30
6/22/2020 0:00,น้ำมันปาล์ม,0,6/23/2020 13:30
6/23/2020 0:00,น้ำมันปาล์ม,0,6/24/2020 13:30
6/24/2020 0:00,น้ำมันปาล์ม,0,6/25/2020 13:30
6/25/2020 0:00,น้ำมันปาล์ม,0,6/26/2020 13:30
6/26/2020 0:00,น้ำมันปาล์ม,0,6/27/2020 13:30
6/27/2020 0:00,น้ำมันปาล์ม,0,6/28/2020 13:30
6/28/2020 0:00,น้ำมันปาล์ม,0,6/29/2020 13:30
6/29/2020 0:00,น้ำมันปาล์ม,0,6/30/2020 13:30
6/30/2020 0:00,น้ำมันปาล์ม,0,7/1/2020 13:30
7/1/2020 0:00,น้ำมันปาล์ม,0,7/2/2020 13:30
7/2/2020 0:00,น้ำมันปาล์ม,0,7/3/2020 13:30
7/3/2020 0:00,น้ำมันปาล์ม,0,7/4/2020 13:30
7/4/2020 0:00,น้ำมันปาล์ม,0,7/5/2020 13:30
7/5/2020 0:00,น้ำมันปาล์ม,0,7/6/2020 13:30
7/6/2020 0:00,น้ำมันปาล์ม,0,7/7/2020 13:30
7/7/2020 0:00,น้ำมันปาล์ม,0,7/8/2020 13:30
7/8/2020 0:00,น้ำมันปาล์ม,0,7/9/2020 13:30
7/9/2020 0:00,น้ำมันปาล์ม,0,7/10/2020 13:30
7/10/2020 0:00,น้ำมันปาล์ม,0,7/11/2020 13:30
7/11/2020 0:00,น้ำมันปาล์ม,0,7/12/2020 13:30
7/12/2020 0:00,น้ำมันปาล์ม,0,7/13/2020 13:30
7/13/2020 0:00,น้ำมันปาล์ม,0,7/14/2020 13:30
7/14/2020 0:00,น้ำมันปาล์ม,0,7/15/2020 13:30
7/15/2020 0:00,น้ำมันปาล์ม,0,7/16/2020 13:30
7/16/2020 0:00,น้ำมันปาล์ม,0,7/17/2020 13:30
